id,category,question,optionA,optionB,optionC,optionD,correctAnswer,explanation,level
349,Math,İlk 10 pozitif tam sayının toplamı kaçtır?,45,50,55,60,C,Toplam = (10 × 11) / 2 = 55,Medium
350,Technology,Gmail'i hangi şirket yarattı?,Yahoo,Microsoft,Google,Elma,C,"Google, 2004 yılında Gmail'i piyasaya sürerek yarattı",Easy
351,Science,Nöronların sinaptik bağlantıları güçlendirmesini sağlayan süreç hangisidir?,Apoptozis,Uzun vadeli güçlendirme,Miyelinizasyon,Nörogenez,B,"Uzun vadeli güçlendirme, sık kullanılan sinapsları güçlendirir",Medium
352,Sports,Hokey diski hangi şekle sahiptir?,Kare,Daire,Oval,Altıgen,B,Bir hokey diski daireseldir (3B'de silindiriktir),Easy
353,Technology,Instagram'ın orijinal adı neydi?,Fotogram,Burbn,InstaFotoğraf,PicShare,B,"Instagram, fotoğraf paylaşımına geçmeden önce başlangıçta Burbn olarak adlandırılıyordu",Hard
354,Technology,CPU ne anlama geliyor?,Merkezi İşlem Birimi,Bilgisayar İşlem Birimi,Merkezi Program Birimi,Çekirdek İşlem Birimi,A,"CPU, bilgisayarın beyni olan Merkezi İşlem Birimi anlamına gelir",Easy
355,Science,İnsan vücudundaki en sert madde hangisidir?,Kemik,Diş minesi,Kıkırdak,Tırnaklar,B,Diş minesi insan vücudundaki en sert maddedir,Easy
356,Math,2x + 6 = 14 ise x'in değeri nedir?,3,4,5,6,B,2x + 6 = 14 yani 2x = 8 dolayısıyla x = 4,Easy
357,Technology,CAPTCHA ne anlama geliyor?,Bilgisayar Otomatik Kamu Turing testi,Bilgisayarları ve İnsanları Ayırmak İçin Tamamen Otomatik Kamu Turing Testi,Halkın Bilgisayara Erişimine İzin Verilemez,Bilgisayar ve Kişi Testi Kimlik Doğrulaması,B,"CAPTCHA, insanları botlardan ayırt etmek için kullanılan bir testtir",Hard
358,Science,Periyodik tabloda kaç element vardır?,108,118,128,138,B,Periyodik tabloda şu anda 118 element bulunmaktadır,Medium
359,Sports,Bowling'de üst üste üç strike'a ne ad verilir?,Çarpmak,Türkiye,Kartal,Kıyamamak,B,Bowlingde üst üste üç strike'a turkey denir,Medium
360,Math,3 7 9 15 20 sayısının medyanı nedir?,7,9,11,15,B,"Ortanca, 9 olarak sıralandığında ortadaki değerdir.",Easy
361,Technology,GeForce ekran kartlarını hangi şirket üretiyor?,AMD,Intel,NVIDIA,ASUS,C,"NVIDIA, GeForce grafik kartı serisini üretiyor",Easy
362,Science,Hangi kan hücreleri enfeksiyonla savaşır?,Kırmızı kan hücreleri,Beyaz kan hücreleri,Trombositler,Plazma hücreleri,B,Beyaz kan hücreleri enfeksiyonlarla savaşan bağışıklık sisteminin bir parçasıdır,Easy
363,Math,Bir dairenin alan formülü nedir?,2πr,πr²,πr,2πr²,B,"Bir dairenin alanı πr²'dir, burada r yarıçaptır",Easy
364,Technology,Mobil ağlarda LTE ne anlama geliyor?,Uzun Vadeli Evrim,Sınırlı Süreli Değişim,Yerel İletim Geliştirme,Düşük İletim Enerjisi,A,"LTE, 4G ağlarında Uzun Vadeli Evrim anlamına gelir",Medium
365,Science,Gazozun köpürmesini sağlayan gaz hangisidir?,Oksijen,Azot,Karbondioksit,Helyum,C,Sıvıda çözünen karbondioksit karbonatlaşmaya neden olur,Easy
366,Sports,Bir voleybol takımında sahada kaç oyuncu bulunur?,4,5,6,7,C,Voleybol takımlarında aynı anda sahada 6 oyuncu bulunur,Easy
367,Technology,Kahve fincanı logosu hangi programlama dilini temsil eder?,Python,Cava,JavaScript,C++,B,Java logosu olarak bir kahve fincanı kullanıyor,Easy
368,Science,Atomun merkezine ne ad verilir?,Elektron,Çekirdek,Proton,Çekirdek,B,"Çekirdek, proton ve nötronları içeren bir atomun merkezidir",Easy
369,Math,15² nedir?,200,215,225,250,C,15² = 15 × 15 = 225,Easy
370,Technology,AR teknolojide ne anlama geliyor?,Artırılmış Gerçeklik,Yapay Gerçeklik,Gelişmiş Gerçeklik,Otomatik Gerçeklik,A,"AR, gerçek dünya üzerine dijital unsurların bindirildiği Artırılmış Gerçeklik anlamına gelir",Easy
371,Science,İnsan sperm veya yumurta hücresinde kaç kromozom bulunur?,23,46,22,44,A,İnsan cinsiyet hücreleri (gametleri) normal miktarının yarısı kadar 23 kromozom içerir,Medium
372,Math,Doğrusal bir denklemin eğim-kesişim formu nedir?,ax + by = c,y = mx + b,x = benim + b,y² = mx + b,B,Eğim-kesişim formu y = mx + b'dir; burada m eğimdir ve b y-kesişimidir.,Easy
373,Technology,Oculus VR'ı hangi şirket satın aldı?,Google,Meta,Microsoft,Elma,B,"Meta (o zamanki adıyla Facebook), 2014 yılında Oculus VR'ı satın aldı",Easy
374,Science,Güneş sistemimizdeki en küçük gezegen hangisidir?,Plüton,Merkür,Mars,Venüs,B,"Merkür, güneş sistemimizdeki en küçük gezegendir",Easy
375,Sports,On pin bowling oyununda elde edilebilecek en yüksek skor nedir?,200,250,300,350,C,Bowlingde mükemmel bir oyun 300 puan alır (12 ardışık strike),Easy
376,Technology,İlk seri üretim elektrikli otomobil hangisiydi?,Nissan Leaf,Tesla Roadster,Chevrolet Volt,Toyota Prius,A,"Nissan Leaf, seri üretilen ilk tamamen elektrikli otomobildi",Medium
377,Science,İnsanlar hangi tür elektromanyetik radyasyonu görebilir?,Ultraviyole,Görünür ışık,Kızılötesi,X-ışınları,B,İnsanlar yalnızca elektromanyetik spektrumdaki görünür ışığı görebilirler,Easy
378,Math,Beşgenin tüm açılarının toplamı kaçtır?,360°,450°,540°,720°,C,Beşgenin açılarının toplamı = (5-2) × 180° = 540°,Medium
379,Technology,HTTP ne anlama geliyor?,Hiper Metin Aktarım Protokolü,Yüksek Teknoloji Transfer Protokolü,Hiper Transfer Metin Protokolü,Ana Sayfa Metin Aktarım Protokolü,A,"HTTP, Hiper Metin Aktarım Protokolü anlamına gelir",Easy
380,Science,Hangi gezegen yan döner?,Venüs,Uranüs,Neptün,Satürn,B,Uranüs yaklaşık 98 derecelik bir açıyla yan tarafına doğru döner,Medium
381,Math,log₁₀(1) değeri nedir?,0,1,10,tanımsız,A,1'in herhangi bir tabandaki logaritması her zaman 0'dır,Medium
382,Technology,Slack'i hangi şirket kurdu?,Microsoft,Slack Teknolojileri,Google,Amazon,B,"Slack Technologies, Salesforce tarafından satın alınmadan önce Slack'i yarattı",Easy
383,Science,Hücre bölünme sürecine ne ad verilir?,Mitoz,Mayoz,Hem A hem de B,Sentez,C,"Hem mitoz hem de mayoz, hücre bölünmesinin bir türüdür",Medium
384,Sports,NBA şut saati ne kadardır?,20 saniye,24 saniye,30 saniye,35 saniye,B,NBA şut saati 24 saniyedir,Easy
385,Technology,Windows'ta ekran görüntüsü almak için hangi klavye tuşu kullanılır?,Ekran Görüntüsü,F12,Kaydırma Kilidi,Duraklat,A,"Ekran Görüntüsü Alma (PrtScn), Windows'ta ekran görüntüleri yakalar",Easy
386,Science,Safra hangi organda depolanır?,Karın,Karaciğer,Safra kesesi,Pankreas,C,Safra kesesi karaciğer tarafından üretilen safrayı depolar,Medium
387,Math,Karmaşık sayılarda i⁴ nedir?,Ben,-Ben,1,-1,C,i⁴ = (i²)² = (-1)² = 1,Medium
388,Technology,İlk kısa mesaj hangi yıl gönderildi?,1989,1992,1995,1998,B,İlk SMS mesajı 1992'de gönderildi,Medium
389,Science,Bitkilerin yerçekimine tepki vermesini sağlayan süreç nedir?,Fototropizm,Jeotropizm,Tigmotropizm,Kemotropizm,B,"Jeotropizm, bitkilerin yer çekimini algılamasını ve buna tepki vermesini sağlar",Easy
390,Math,Veri setindeki mod nedir: 2 3 3 4 5 5 5 6?,3,4,5,6,C,"Mod, en sık görüldüğü için 5'tir (3 kez)",Easy
391,Technology,Mozilla'nın geliştirdiği tarayıcı hangisidir?,Krom,Firefox,Safari,Kenar,B,"Mozilla Firefox, Mozilla Vakfı tarafından geliştirilmiştir",Easy
392,Science,Ortası kenarlarından daha kalın olan lens türü hangisidir?,İçbükey,Dışbükey,Bifokal,Silindirik,B,"Dışbükey mercek, ortada daha kalındır ve ışığı bir araya toplar",Easy
393,Sports,"Hangi sporda ""love"" ve ""deuce"" terimleri kullanılır?",Badminton,Tenis,Kabak,Masa tenisi,B,"Tenis sıfır için sevgiyi, 40-40 için deuce'u kullanır",Easy
394,Technology,P2P ne anlama geliyor?,Oynamak İçin Öde,Eşler arası,Noktadan Noktaya,Kişiden Kişiye,B,"P2P, Peer to Peer ağ oluşturma anlamına gelir",Easy
395,Science,Hava olaylarını inceleyen bilim dalına ne ad verilir?,Jeoloji,Meteoroloji,İklimbilim,Hidroloji,B,"Meteoroloji, hava olaylarının bilimsel çalışmasıdır",Easy
396,Math,%30 kesir olarak ifade edildiğinde kaçtır?,1/3,3/10,1/30,3/100,B,%30 = 30/100 = 3/10,Easy
397,Technology,NFC ne anlama geliyor?,Yakın Alan İletişimi,Yeni Dosya Sıkıştırma,Ağ Dosya Denetimi,Yakın Frekans Bağlantısı,A,"NFC, temassız ödemelerde kullanılan Yakın Alan İletişimi anlamına gelir",Easy
398,Science,İnsan kalbinde kaç tane ventrikül vardır?,1,2,3,4,B,İnsan kalbinin iki ventrikülü vardır (sol ve sağ),Easy
399,Math,y = 3x + 7'nin y eksenini kestiği nokta nedir?,3,7,10,21,B,Y = mx + b formunda y-kesişimi b'dir ve bu da 7'dir.,Easy
400,Technology,Zoom'u hangi şirket geliştirdi?,Cisco,Microsoft,Zoom Video İletişim,Google,C,"Zoom Video Communications, Zoom platformunu geliştirdi",Easy
401,Science,Hem ot hem et yiyen hayvanlara ne ad verilir?,Etobur,Otçul,Hepçil,Böcekçil,C,Hepçiller hem bitkisel hem de hayvansal maddeleri yerler,Easy
402,Sports,Bir buz hokeyi maçında kaç periyot vardır?,2,3,4,5,B,Buz hokeyi maçlarında üç adet 20 dakikalık periyot vardır,Easy
403,Technology,4K çözünürlük ne anlama geliyor?,4000 piksel yükseklik,4000 piksel genişlik,4096 piksel genişlik,4 bin renk,C,4K genellikle yaklaşık 4000 piksel yatay çözünürlüğü ifade eder,Medium
404,Science,Kuvvetin SI birimi nedir?,Joule,Newton,Pascal,Watt,B,"Newton (N), kuvvetin SI birimidir",Easy
405,Math,12 ve 18'in en büyük ortak böleni nedir?,2,3,6,9,C,12 ve 18'in EBOB'u 6'dır,Medium
406,Technology,GUI ne anlama geliyor?,Grafiksel Kullanıcı Arayüzü,Genel Kullanıcı Arayüzü,Grafiksel Evrensel Arayüz,Küresel Kullanıcı Arayüzü,A,"GUI, Grafiksel Kullanıcı Arayüzü anlamına gelir",Easy
407,Science,Suyun kaynama noktası Fahrenheit cinsinden nedir?,100°F,180°F,212°F,220°F,C,Su deniz seviyesinde 212°F'de kaynar,Easy
408,Math,Cos(90°) nedir?,0,"0,5",1,-1,A,90 derecenin kosinüsü 0'dır,Medium
409,Technology,TikTok'un sahibi hangi şirkettir?,Tencent,ByteDance,Alibaba,Baidu,B,"ByteDance, TikTok'un sahibi olan Çinli şirkettir",Easy
410,Science,Okyanus gelgitlerine ne sebep olur?,Rüzgar desenleri,Dünya dönüşü,Ay'ın yerçekimi,Sıcaklık değişiklikleri,C,Ay'ın çekim gücü okyanus gelgitlerinin temel nedenidir,Easy
411,Sports,Karatede hangi renk kemer en yüksektir?,Kahverengi,Kırmızı,Siyah,Beyaz,C,Siyah kuşak geleneksel olarak karatedeki en yüksek rütbedir,Easy
412,Technology,Yaygın olarak kullanılan ilk web tarayıcısı hangisiydi?,İnternet Explorer,Netscape,Mozaik,Firefox,C,"Mosaic, yaygın olarak kullanılan ilk grafiksel web tarayıcısıydı",Hard
413,Science,İnsanlarla şempanzeler arasında DNA'nın yüzde kaçı ortaktır?,%85,%90,%95,%98,D,"İnsanlar, şempanzelerle DNA'larının yaklaşık %98'ini paylaşıyor",Medium
414,Math,e^x'in türevi nedir?,e^x,xe^(x-1),e^(x-1),ln(x),A,e^x'in türevi e^x'tir,Medium
415,Technology,BIOS ne anlama geliyor?,Temel Giriş Çıkış Sistemi,İkili Giriş Çıkış Sistemi,Önyükleme Giriş Çıkış Sistemi,Temel Giriş Çıkış Sistemi,A,"BIOS, Temel Giriş/Çıkış Sistemi anlamına gelir",Medium
416,Science,Dünya'da doğal olarak bulunan en nadir element hangisidir?,Fransiyum,Astatin,Teknesyum,Prometyum,B,"Astatin, Dünya'da doğal olarak bulunan en nadir elementtir",Hard
417,Math,x sonsuza yaklaşırken 1/x'in limiti nedir?,1,0,Sonsuzluk,Tanımsız,B,x sonsuza yaklaşırken 1/x 0'a yaklaşır,Medium
418,Technology,Güvenli web gezintisi için hangi protokol kullanılır?,HTTP,HTTPS,FTP,SMTP,B,"HTTPS, web'de gezinme için şifreli iletişim sağlar",Easy
419,Science,İnsanların genellikle kaç çift kaburgası vardır?,10,11,12,13,C,İnsanların genellikle 12 çift kaburgası vardır,Easy
420,Sports,Golfte bir par altı skoruna ne ad verilir?,Kartal,Kuş,Korkutucu,Albatros,B,"Birdie, bir delikte parın bir vuruş altında vuruş yapmaktır",Easy
421,Technology,Raspberry Pi'yi hangi şirket üretti?,Elma,Raspberry Pi Vakfı,Arduino,Intel,B,"Raspberry Pi Vakfı, Raspberry Pi bilgisayarını yarattı",Medium
422,Science,Hangi elementin erime noktası en yüksektir?,Karbon,Tungsten,Ütü,Titanyum,B,Tungsten tüm elementler arasında en yüksek erime noktasına sahiptir,Medium
423,Math,Veri setinin standart sapması nedir: 2 2 2 2?,0,1,2,4,A,Tüm değerler aynı olduğunda standart sapma 0'dır,Medium
424,Technology,OLED ne anlama geliyor?,Organik Işık Yayan Diyot,Optik LED,Orijinal LED,Optimize edilmiş LED,A,"OLED, Organik Işık Yayan Diyot anlamına gelir",Easy
425,Science,Yükseklik korkusuna ne ad verilir?,Klostrofobi,Akrofobi,Agorafobi,Araknofobi,B,Akrofobi yükseklik korkusudur,Easy
426,Math,Dizideki bir sonraki sayı nedir: 1 4 9 16 25?,30,36,42,49,B,"Bu, mükemmel karelerin dizisidir: 6² = 36",Easy
427,Technology,GitHub'ın sahibi hangi şirkettir?,Microsoft,Google,Amazon,GitLab,A,"Microsoft, GitHub'ı 2018'de satın aldı",Easy
428,Science,Yunus ne tür bir hayvandır?,Balık,Memeli,Amfibi,Sürüngen,B,Yunuslar balık değil deniz memelileridir,Easy
429,Sports,Bir ragbi maçı kaç dakikadır?,60,70,80,90,C,Bir ragbi birliği maçı 80 dakika uzunluğundadır,Medium
430,Technology,CDN ne anlama geliyor?,İçerik Dağıtım Ağı,Merkezi Veri Ağı,Bilgisayar Ekran Ağı,İçerik Dijital Ağı,A,"CDN, İçerik Dağıtım Ağı anlamına gelir",Medium
431,Science,İnsan vücudunda en bol bulunan protein hangisidir?,Hemoglobin,Kolajen,Keratin,Albümin,B,Kolajen insan vücudundaki en bol proteindir,Medium
432,Math,2^10 kaçtır?,512,1024,2048,4096,B,2^10 = 1024,Easy
433,Technology,SDK ne anlama geliyor?,Yazılım Geliştirme Kiti,Sistem Geliştirme Kiti,Yazılım Tasarım Kiti,Sistem Veri Kiti,A,"SDK, Yazılım Geliştirme Kiti anlamına gelir",Easy
434,Science,Bitkiler fotosentez sırasında hangi gazı açığa çıkarır?,Karbondioksit,Azot,Oksijen,Hidrojen,C,Bitkiler fotosentezin bir yan ürünü olarak oksijen salarlar,Easy
435,Math,Uzunluğu 8 ve genişliği 5 olan bir dikdörtgenin alanı nedir?,13,20,40,80,C,Dikdörtgenin alanı = uzunluk × genişlik = 8 × 5 = 40,Easy
436,Technology,Node.js'i hangi şirket geliştirdi?,Google,Mozilla,Neşeli,Microsoft,C,"Node.js, Joyent'ta Ryan Dahl tarafından oluşturuldu",Hard
437,Science,Bir saatte kaç saniye vardır?,360,3600,36000,1800,B,Bir saatte 3600 saniye vardır (60 × 60),Easy
438,Sports,Masters Turnuvasında hangi spor oynanır?,Tenis,Golf,Satranç,Yüzme,B,"Masters, golfün dört büyük şampiyonasından biridir",Easy
439,Technology,1 milyar kullanıcıya ulaşan ilk sosyal medya platformu hangisiydi?,MySpace,Facebook,Twitter,Instagram,B,"Facebook, 1 milyar kullanıcıya ulaşan ilk sosyal platform oldu",Medium
440,Science,Adrenalin hangi organ tarafından üretilir?,Kalp,Beyin,Böbreküstü bezleri,Tiroid,C,Böbreküstü bezleri adrenalin (epinefrin) üretir,Easy
441,Math,0!'ın değeri nedir?,0,1,Tanımsız,Sonsuzluk,B,Tanım gereği 0! 1'e eşittir,Medium
442,Technology,Programlamada IDE ne anlama gelir?,Entegre Geliştirme Ortamı,İnternet Geliştirme Motoru,Dahili Hata Ayıklama Ortamı,Etkileşimli Tasarım Ortamı,A,"IDE, Entegre Geliştirme Ortamı anlamına gelir",Easy
443,Technology,SQL enjeksiyonu neyi ifade eder?,Veritabanı tasarımı,Güvenlik açığı,Programlama dili,Sunucu türü,B,"SQL enjeksiyonu, veritabanlarına saldırmak için kullanılan bir kod enjeksiyon tekniğidir",Medium
444,Science,Akü asidinin pH değeri nedir?,1,3,5,7,A,Akü asidinin pH değeri 1 civarındadır ve bu onu oldukça asidik yapar,Medium
445,Math,İlk 5 asal sayının toplamı kaçtır?,18,26,28,30,C,2 + 3 + 5 + 7 + 11 = 28,Medium
446,Technology,VoIP ne anlama geliyor?,İnternet Protokolü Üzerinden Ses,IP üzerinden video,Sanal çevrimiçi IP,Yalnızca ses IP'si,A,"VoIP, İnternet Protokolü Üzerinden Ses anlamına gelir",Easy
447,Science,Örümceğin kaç bacağı vardır?,6,8,10,12,B,Tüm örümceklerin 8 bacağı vardır,Easy
448,Sports,Snooker'da maksimum break kaçtır?,147,150,155,160,A,Snooker'da maksimum kırılma noktası 147 puandır,Medium
449,Math,15'in ikili sistemdeki gösterimi nedir?,1111,1011,1101,1001,A,"15, ikili sistemde 1111'dir (8+4+2+1)",Medium
450,Technology,Kubernetes'i hangi şirket geliştirdi?,Google,Amazon,Microsoft,Liman işçisi,A,"Google, konteyner orkestrasyonu için Kubernetes'i geliştirdi",Medium
451,Science,Mantarları inceleyen bilim dalına ne ad verilir?,Mikoloji,Mantar bilimi,Botanik,Biyoloji,A,"Mikoloji, mantarlar da dahil olmak üzere mantarların incelenmesidir",Medium
452,Math,tan(0°) nedir?,0,1,Tanımsız,Sonsuzluk,A,0 derecenin tanjantı 0'dır,Medium
453,Technology,DMCA ne anlama geliyor?,Dijital Medya Telif Hakkı Yasası,Dijital Milenyum Telif Hakkı Yasası,Veri Yönetimi Denetim Yasası,Dijital Müzik Telif Hakkı Yasası,B,"DMCA, Dijital Milenyum Telif Hakkı Yasası anlamına gelir",Medium
454,Science,Oda sıcaklığında sıvı halde bulunan metal hangisidir?,Galyum,Merkür,Sezyum,Sodyum,B,"Civa, oda sıcaklığında sıvı halde bulunan tek metaldir",Easy
455,Sports,Bir dekatlonda kaç etkinlik vardır?,5,8,10,12,C,Bir dekatlon 10 atletizm etkinliğinden oluşur,Easy
456,Technology,CLI ne anlama geliyor?,Komut Satırı Arayüzü,Bilgisayar Dil Arayüzü,Kod Satırı Entegrasyonu,Merkezi Mantık Arayüzü,A,"CLI, Komut Satırı Arayüzü anlamına gelir",Easy
457,Science,İskorbüt hastalığı hangi vitamin eksikliğinden kaynaklanır?,A vitamini,B12 vitamini,C vitamini,D vitamini,C,"İskorbüt, C vitamini eksikliğinden kaynaklanır",Easy
458,Math,Çarpımsal özdeşlik nedir?,0,1,2,-1,B,Çarpımsal özdeşlik 1'dir (herhangi bir sayı × 1 = o sayı),Easy
459,Technology,Google'ın orijinal adı neydi?,Arama Motoru,Sırt masajı,Web Tarayıcısı,Sayfa Sıralaması,B,Google'ın adı başlangıçta BackRub'dı,Medium
460,Science,Bir ineğin kaç midesi vardır?,1,2,3,4,D,İneklerin otları sindirmek için 4 mide bölmesi vardır,Easy
461,Math,45°'nin kotanjantı nedir?,0,1,√2,Tanımsız,B,cot(45°) = 1,Medium
462,Technology,OAuth ne anlama geliyor?,Açık Kimlik Doğrulama,Açık Yetkilendirme,Çevrimiçi Kimlik Doğrulama,Optimum Yetkilendirme,B,"OAuth, Açık Yetkilendirme anlamına gelir",Hard
463,Science,Elmas hangi elementten oluşur?,Silikon,Karbon,Oksijen,Hidrojen,B,Elmaslar saf karbon atomlarından oluşur,Easy
464,Sports,Basketbol potasının yüksekliği ne kadardır?,8 fit,9 fit,10 fit,11 fit,C,"Bir basketbol potası 10 fit (3,05 metre) yüksekliğindedir",Easy
465,Technology,PWA ne anlama geliyor?,Progresif Web Uygulaması,Kişisel Web Asistanı,Genel Web Erişimi,Korunan Web Uygulaması,A,"PWA, Progressive Web App'in kısaltmasıdır",Medium
466,Science,Hücresel hangi işlemle hasarlı organeller yok edilir?,Otofaji,Apoptozis,Mitoz,Mayoz,A,"Otofaji, hasarlı hücresel bileşenleri parçalayıp geri dönüştürür",Easy
467,Math,Sin(30°)'un değeri nedir?,"0,5","0,707","0,866",1,A,"sin(30°) = 0,5 veya 1/2",Medium
468,Technology,Bitcoin hangi yılda ortaya çıktı?,2007,2008,2009,2010,C,"Bitcoin, 2009 yılında Satoshi Nakamoto tarafından yaratıldı",Medium
469,Science,Kuzey Işıkları'nın sebebi nedir?,Güneş rüzgarı,Dünya'nın çekirdeği,Okyanus akıntıları,Volkanik aktivite,A,Güneş rüzgarı parçacıkları Dünya atmosferiyle etkileşime girerek kutup ışıklarına neden oluyor,Medium
470,Math,Bir dairenin çevresine ne denir?,Çap,Yarıçap,Çevre,Yay,C,Bir dairenin çevresine çevresi denir,Easy
471,Technology,Photoshop'u hangi şirket yarattı?,Elma,Adobe,Microsoft,Corel,B,"Adobe, Photoshop'u 1988'de yarattı",Easy
472,Science,Güneş sistemimizdeki en sıcak gezegen hangisidir?,Merkür,Venüs,Mars,Jüpiter,B,"Venüs, kalın atmosferi nedeniyle en sıcak gezegendir",Easy
473,Sports,Bir kriket takımında kaç oyuncu vardır?,9,10,11,12,C,Bir kriket takımı 11 oyuncudan oluşur,Easy
474,Technology,JSON ne anlama geliyor?,JavaScript Nesne Gösterimi,Java Script Çevrimiçi Ağı,JavaScript Sıralı Sayılar,Java Sistem Nesne Gösterimi,A,"JSON, JavaScript Nesne Gösterimi anlamına gelir",Easy
475,Science,Bir pilde ne tür enerji depolanır?,Kinetik,Kimyasal,Nükleer,Termal,B,Piller kimyasal enerjiyi elektrik enerjisine dönüştürerek depolar,Easy
476,Math,11'in karesi kaçtır?,111,121,131,141,B,11² = 121,Easy
477,Technology,ISP ne anlama geliyor?,İnternet Servis Sağlayıcısı,Dahili Sistem Protokolü,İnternet Güvenlik Protokolü,Entegre Hizmet Platformu,A,"İSS, İnternet Servis Sağlayıcısı anlamına gelir",Easy
478,Science,İnsan vücudunda kaç kas vardır?,206,450,639,1000,C,İnsan vücudunda yaklaşık 639 kas vardır,Medium
479,Math,169 sayısının karekökü nedir?,11,12,13,14,C,√169 = 13,Easy
480,Technology,Venmo'nun sahibi hangi şirkettir?,Kare,PayPal,Elma,Google,B,"PayPal, Venmo'nun sahibi",Easy
481,Science,Jüpiter'in büyük kısmını hangi gaz oluşturur?,Metan,Hidrojen,Helyum,Azot,B,Jüpiter esas olarak hidrojen gazından oluşur,Medium
482,Sports,Hangi sporda tüy topu kullanılır?,Tenis,Badminton,Kabak,Masa tenisi,B,Badmintonda tüy topu (kuş) kullanılır,Easy
483,Technology,Regex ne anlama geliyor?,Düzenli İfade,Kayıtlı Uzantı,Bölgesel Değişim,Sicil Yöneticisi,A,"Regex, Düzenli İfade'nin kısaltmasıdır",Medium
484,Science,Yaşamın en küçük birimi nedir?,Atom,Molekül,Hücre,Organ,C,"Hücre, yaşamın en küçük birimidir",Easy
485,Math,60'ın %25'i kaçtır?,12,15,18,20,B,"60'ın %25'i = 0,25 × 60 = 15",Easy
486,Technology,UDP ne anlama geliyor?,Kullanıcı Datagram Protokolü,Evrensel Veri Protokolü,Birleşik Dijital Protokol,Kullanıcı Veri Paketi,A,"UDP, Kullanıcı Datagram Protokolü anlamına gelir",Medium
487,Science,Gözyaşı hangi organ tarafından üretilir?,Gözler,Gözyaşı bezleri,Beyin,Sinüsler,B,Gözyaşı bezleri gözyaşı üretir,Easy
488,Math,Aritmetik dizilerin n'inci terim formülü nedir?,bir = a1 + (n-1)d,bir = a1 × r^n,bir = n²,bir = 2n,A,Aritmetik dizinin n'inci terimi a₁ + (n-1)d'dir,Medium
489,Technology,Excel'i hangi şirket yarattı?,IBM,Microsoft,Elma,Kehanet,B,"Microsoft, Excel'i Office paketinin bir parçası olarak oluşturdu",Easy
490,Science,Şekerin (sükroz) kimyasal formülü nedir?,C6H12O6,C12H22O11,C6H10O5,C12H24O12,B,Sükrozun formülü C12H22O11'dir,Hard
491,Sports,Su topu takımında suda kaç oyuncu bulunur?,5,6,7,8,C,Su topu takımlarında aynı anda 7 oyuncu suda bulunur,Medium
492,Technology,Programlamada CRUD ne anlama geliyor?,Oluştur Oku Güncelle Sil,Bilgisayar Kullanıcı Verilerini Okur,Çekirdek Çalışma Zamanı Güncelleme Tasarımı,Merkezi Kaynak Birimi Veritabanı,A,"CRUD, Oluşturma, Okuma, Güncelleme, Silme işlemleri anlamına gelir",Medium
493,Science,Omuz eklemi hangi eklem türüdür?,Menteşe eklemi,Bilyalı ve yuvalı mafsal,Pivot eklemi,Sabit eklem,B,"Omuz, bir bilye ve yuva eklemidir",Easy
494,Math,x² + 4x + 4'ün diskriminantı nedir?,0,4,8,16,A,Ayırıcı = b² - 4ac = 16 - 16 = 0,Medium
495,Technology,SaaS ne anlama geliyor?,Hizmet Olarak Yazılım,Hizmet Olarak Sistem,Hizmet Olarak Depolama,Hizmet Olarak Güvenlik,A,"SaaS, Hizmet Olarak Yazılım anlamına gelir",Easy
496,Science,İnsanın kaç adet boyun omuru vardır?,5,7,12,33,B,İnsanların 7 adet boyun omuru vardır,Medium
497,Math,1/x'in integrali nedir?,X,ln|x|,e^x,1/x²,B,1/x'in integrali ln|x| + C'dir,Medium
498,Technology,Django hangi dilde yazılmıştır?,Yakut,Python,JavaScript,PHP,B,"Django, Python'da yazılmış bir web çerçevesidir",Easy
499,Science,Dünyadaki en yoğun doğal element hangisidir?,Yol göstermek,Altın,Osmiyum,Uranyum,C,"Osmiyum, doğada bulunan en yoğun elementtir",Hard
500,Sports,Jimnastikte mükemmel puan nedir?,9.0,10.0,100,Değişir,B,Jimnastikte mükemmel puan 10.0'dır,Easy
501,Technology,Güvenlik alanında MFA ne anlama geliyor?,Çok Faktörlü Kimlik Doğrulama,Ana Dosya Erişimi,Mobil Öncelikli Uygulama,Yönetilen Güvenlik Duvarı Erişimi,A,"MFA, Çok Faktörlü Kimlik Doğrulama anlamına gelir",Easy
502,Science,Hangi radyasyon türünün dalga boyu en uzundur?,Gama ışınları,X-ışınları,Radyo dalgaları,Mikrodalgalar,C,"Radyo dalgaları, EM spektrumunda en uzun dalga boyuna sahiptir",Medium
503,Math,Phi (altın oran) değeri nedir?,1.414,1.618,2.718,3.142,B,"Altın oran φ yaklaşık olarak 1,618'dir",Medium
504,Technology,Git neyin kısaltmasıdır?,Küresel Bilgi Takipçisi,Belirli bir şey yok,Genel Entegrasyon Aracı,Gruplanmış Bilgi Teknolojileri,B,"Git, yaratıcısına göre belirli bir şeyi temsil etmiyor",Hard
505,Science,İnsan beyninde kaç lob vardır?,2,3,4,5,C,"Beyin 4 lobdan oluşur: frontal, parietal, temporal ve oksipital",Medium
506,Math,log₂(32) nedir?,4,5,6,7,B,log₂(32) = 5 çünkü 2⁵ = 32,Medium
507,Technology,Minecraft'ın şu anki sahibi hangi şirkettir?,Mojang,Microsoft,Sony,Nintendo,B,"Microsoft, 2014 yılında Mojang ve Minecraft'ı satın aldı",Easy
